the_date,client_id,api_endpoint,num_requests,avg_latency
1/22/18 0:00,pjldg61blqydhxlq49gyf2rwlcenw5,GET /v5/streams/:id,630266,19
1/7/18 0:00,1z17331cvavqspfdm9h0qd1t6ovo5uo,GET /v3/channels/:login,10,34
1/19/18 0:00,8bmp6j83z5w4mepq0dn0q1a7g186azi,GET /v5/channels/:id,994,74
1/13/18 0:00,r62ryboyyhzbfs3ng6lln92w2op3wdz,GET /v3/channels/:login,18,44
2/6/18 0:00,dve7ifeawf0xeegigqamnvqy9qqm2y,PUT /v5/channels/:id,63,278
11/21/17 0:00,8bmp6j83z5w4mepq0dn0q1a7g186azi,GET /v3,22,180
1/10/18 0:00,r1czfv4czh1ub7ejxi903njcwwzswz,GET /v5/user,124,210
1/12/18 0:00,r1czfv4czh1ub7ejxi903njcwwzswz,GET /v5/users,40,43
2/2/18 0:00,dve7ifeawf0xeegigqamnvqy9qqm2y,GET /v5/channels/:id,3471,38
1/22/18 0:00,6x8avioex0zt85ht6py4sq55z6avsea,GET /v5/channels/:id,5991,68
1/21/18 0:00,ye3x8sf0oh9oj4z0fu1bmvlkoyzn8l,PUT /v5/channels/:channel_id/communities,6,104
12/16/17 0:00,dve7ifeawf0xeegigqamnvqy9qqm2y,GET /v5/search/games,379,48
2/5/18 0:00,ye3x8sf0oh9oj4z0fu1bmvlkoyzn8l,GET /v5/users/:user_id/follows/channels/:channel,33299,137
1/4/18 0:00,sv6t1c3j2s5uuz3elxftm7s1bx54b31,GET /v3/user,16,44
1/20/18 0:00,pjldg61blqydhxlq49gyf2rwlcenw5,GET /v5/channels/:id,364943,19
12/15/17 0:00,nquiw61tb595zscbxktdhwe2i45py5m,GET /v3/user,20,115
2/9/18 0:00,pjldg61blqydhxlq49gyf2rwlcenw5,GET /v3/user/,20,41
1/30/18 0:00,ye3x8sf0oh9oj4z0fu1bmvlkoyzn8l,GET /v5/user,8,35
12/1/17 0:00,36v98kaawy48toz20d8gntnpk,GET /v3/search/games,214,33
1/27/18 0:00,8bmp6j83z5w4mepq0dn0q1a7g186azi,GET /v3/channels/:login,48,80
12/19/17 0:00,9uavest5z7knsvpbip19fxqkywxz3ec,PUT /v5/channels/:id,9,228
2/3/18 0:00,dve7ifeawf0xeegigqamnvqy9qqm2y,GET /v5/streams,30,85
12/23/17 0:00,sq94brxoevg1rdwqvqna51jr7396ic,GET /v5/user,18,48
12/17/17 0:00,664hk76z0hvg3zr5ej9j3tktbo0nf2n,GET /v5/channels/:user_id/videos,572,12
12/13/17 0:00,8bmp6j83z5w4mepq0dn0q1a7g186azi,GET /helix/users,1669,243
12/13/17 0:00,81oh6vuyfv4w38sj2lxk9utw5zotm4,GET /v5/user,438,189
1/20/18 0:00,r1czfv4czh1ub7ejxi903njcwwzswz,GET /v5/streams/:id,6116,114
12/27/17 0:00,8bmp6j83z5w4mepq0dn0q1a7g186azi,GET /v5/channels/:id,59055,56
12/5/17 0:00,8bmp6j83z5w4mepq0dn0q1a7g186azi,GET /v3,143,130
1/2/18 0:00,81oh6vuyfv4w38sj2lxk9utw5zotm4,GET /v5/search/channels,11,501
2/9/18 0:00,81oh6vuyfv4w38sj2lxk9utw5zotm4,GET /v5/users/:user_id/follows/channels,15,169
12/13/17 0:00,1z17331cvavqspfdm9h0qd1t6ovo5uo,PUT /v3/channels/:login,2,127
11/26/17 0:00,dve7ifeawf0xeegigqamnvqy9qqm2y,GET /v5/streams/:id,49924,132
1/6/18 0:00,r1czfv4czh1ub7ejxi903njcwwzswz,GET /v5/streams/,199,224
12/30/17 0:00,664hk76z0hvg3zr5ej9j3tktbo0nf2n,GET /v5/user,523,51
12/19/17 0:00,pjldg61blqydhxlq49gyf2rwlcenw5,GET /v5/streams/:id,555745,19
1/12/18 0:00,6x8avioex0zt85ht6py4sq55z6avsea,GET /v5/streams/:id,90,117
12/1/17 0:00,36v98kaawy48toz20d8gntnpk,GET /v5/search/games,1001,40
12/2/17 0:00,36v98kaawy48toz20d8gntnpk,GET /v5/channels/:channel_id/follows,14397,64
1/21/18 0:00,r62ryboyyhzbfs3ng6lln92w2op3wdz,GET /v5/users/:id,296,5
1/26/18 0:00,8bmp6j83z5w4mepq0dn0q1a7g186azi,GET /v5/bits/actions,8745,102
12/12/17 0:00,r1czfv4czh1ub7ejxi903njcwwzswz,GET /v5/communities,6,83
2/5/18 0:00,btg981y5c6jugyuwcg3ukortgj22iyf,GET /v3/user,2,425
11/29/17 0:00,pjldg61blqydhxlq49gyf2rwlcenw5,GET /v5/channels/:id,292358,26
12/1/17 0:00,8bmp6j83z5w4mepq0dn0q1a7g186azi,GET /v5/bits/actions,5998,114
11/30/17 0:00,r62ryboyyhzbfs3ng6lln92w2op3wdz,GET /v5/channels/:channel_id/follows,281,24
12/7/17 0:00,ocgs5mzu2e910kuhv9xy1zv3q06am8v,GET /v5/user,91,41
12/30/17 0:00,8bmp6j83z5w4mepq0dn0q1a7g186azi,GET /v5/channel,193,195
1/12/18 0:00,r1czfv4czh1ub7ejxi903njcwwzswz,GET /v5/streams/,136,153
2/4/18 0:00,8bmp6j83z5w4mepq0dn0q1a7g186azi,GET /v3/streams/:name,103828,52
1/28/18 0:00,9uavest5z7knsvpbip19fxqkywxz3ec,GET /v3/user,96,40
12/26/17 0:00,pjldg61blqydhxlq49gyf2rwlcenw5,GET /v3/user/,16,43
2/9/18 0:00,pjldg61blqydhxlq49gyf2rwlcenw5,GET /v3/user,3879,40
1/25/18 0:00,sv6t1c3j2s5uuz3elxftm7s1bx54b31,GET /v3/user,17,40
2/4/18 0:00,hf38b1gx7qnebpziq77q34ej4x44qdh,GET /v5/user,3,435
12/7/17 0:00,6x8avioex0zt85ht6py4sq55z6avsea,GET /v3/channels/:login,73,64
11/23/17 0:00,dve7ifeawf0xeegigqamnvqy9qqm2y,GET /v5/communities,75,98
1/15/18 0:00,8bmp6j83z5w4mepq0dn0q1a7g186azi,GET /v5/users,6228,27
12/20/17 0:00,pjldg61blqydhxlq49gyf2rwlcenw5,GET /v3/channels/:channel/follows,206586,38
1/1/18 0:00,sv6t1c3j2s5uuz3elxftm7s1bx54b31,GET /v3/streams/:name,4116,89
1/7/18 0:00,dve7ifeawf0xeegigqamnvqy9qqm2y,POST /v5/channels/:channel_id/commercial,7,33
1/11/18 0:00,r62ryboyyhzbfs3ng6lln92w2op3wdz,GET /v5/users/:user_id/follows/channels,283,79
12/27/17 0:00,r1czfv4czh1ub7ejxi903njcwwzswz,GET /v5/channels/:id,463,72
12/2/17 0:00,36v98kaawy48toz20d8gntnpk,GET /v5/streams/:id,69437,95
1/26/18 0:00,ye3x8sf0oh9oj4z0fu1bmvlkoyzn8l,GET /v5/channels/:channel_id/ingest/health,1704,524
2/12/18 0:00,isjln45ehvrv7uo6327u3g6ka1y7vzf,GET /v5/user,3,59
1/26/18 0:00,ye3x8sf0oh9oj4z0fu1bmvlkoyzn8l,PUT /v5/channels/:id,3,104
12/2/17 0:00,36v98kaawy48toz20d8gntnpk,GET /v3/ingests,19,28
11/19/17 0:00,9uavest5z7knsvpbip19fxqkywxz3ec,PUT /v5/channels/:id,8,374
1/28/18 0:00,ocgs5mzu2e910kuhv9xy1zv3q06am8v,GET /v5/users/:id,32,4
12/2/17 0:00,36v98kaawy48toz20d8gntnpk,GET /v3/streams/:name,2817,87
1/31/18 0:00,ocgs5mzu2e910kuhv9xy1zv3q06am8v,POST /v5/channels/:channel_id/commercial,11,70
2/6/18 0:00,sv6t1c3j2s5uuz3elxftm7s1bx54b31,GET /v3/channels/:channel/follows,46868,52
12/29/17 0:00,nquiw61tb595zscbxktdhwe2i45py5m,GET /v3/user,4,143
1/25/18 0:00,btg981y5c6jugyuwcg3ukortgj22iyf,GET /v3/user,2,386
12/2/17 0:00,36v98kaawy48toz20d8gntnpk,GET /v5/search/games,1251,46
12/6/17 0:00,8bmp6j83z5w4mepq0dn0q1a7g186azi,GET /v5/streams/:id,239413,166
11/24/17 0:00,7dhxmzdtfvllbu5h7rgys2rn4,GET /v3/,17,36
11/29/17 0:00,r62ryboyyhzbfs3ng6lln92w2op3wdz,GET /v3/streams,93,57
12/29/17 0:00,r1czfv4czh1ub7ejxi903njcwwzswz,PUT /v5/channels/:id,28,230
12/10/17 0:00,664hk76z0hvg3zr5ej9j3tktbo0nf2n,GET /v5/user,461,51
12/10/17 0:00,isjln45ehvrv7uo6327u3g6ka1y7vzf,GET /v5/channels/:id,9,35
12/16/17 0:00,8bmp6j83z5w4mepq0dn0q1a7g186azi,GET /v5/channels/:channel_id/follows,2908715,76
12/2/17 0:00,36v98kaawy48toz20d8gntnpk,PUT /v3/channels/:login,4,471
1/27/18 0:00,7dhxmzdtfvllbu5h7rgys2rn4,GET /v3/,33,19
1/19/18 0:00,sq94brxoevg1rdwqvqna51jr7396ic,GET /v5/user,17,45
12/4/17 0:00,pjldg61blqydhxlq49gyf2rwlcenw5,GET /v5/streams/:id,518675,20
11/17/17 0:00,664hk76z0hvg3zr5ej9j3tktbo0nf2n,GET /v5/search/games,3,5
1/6/18 0:00,pjldg61blqydhxlq49gyf2rwlcenw5,GET /v3/streams/:name,19964,15
1/7/18 0:00,dve7ifeawf0xeegigqamnvqy9qqm2y,GET /v5/channels/:channel_id/communities,168,92
2/2/18 0:00,6x8avioex0zt85ht6py4sq55z6avsea,GET /v3/streams,85,378
12/2/17 0:00,36v98kaawy48toz20d8gntnpk,GET /v5/ingests,298,45
11/18/17 0:00,664hk76z0hvg3zr5ej9j3tktbo0nf2n,GET /v5/search/games,4,4
12/2/17 0:00,dve7ifeawf0xeegigqamnvqy9qqm2y,GET /v5/user,144,150
12/26/17 0:00,6x8avioex0zt85ht6py4sq55z6avsea,GET /v5/channels/:id,3764,100
1/1/18 0:00,81oh6vuyfv4w38sj2lxk9utw5zotm4,GET /v5/user,5,465
1/26/18 0:00,6x8avioex0zt85ht6py4sq55z6avsea,GET /v5/channels/:id,5787,70
1/22/18 0:00,r1czfv4czh1ub7ejxi903njcwwzswz,POST /v5/channels/:channel_id/commercial,3,94
12/12/17 0:00,sq94brxoevg1rdwqvqna51jr7396ic,GET /v5/user,2,48
11/24/17 0:00,r1czfv4czh1ub7ejxi903njcwwzswz,GET /v5/channels/:channel_id/follows,100383,137
12/8/17 0:00,ye3x8sf0oh9oj4z0fu1bmvlkoyzn8l,GET /v5/users/:user_id/follows/channels/:channel,356957,108
12/29/17 0:00,ye3x8sf0oh9oj4z0fu1bmvlkoyzn8l,GET /v5/channels/:channel_id/ingest/health,1402,525
11/16/17 0:00,r1czfv4czh1ub7ejxi903njcwwzswz,GET /v5/users/:user_id/follows/channels/:channel,10,300
1/23/18 0:00,8bmp6j83z5w4mepq0dn0q1a7g186azi,GET /v3/user,1866,217
12/14/17 0:00,jg509s1n58dzwc7p97o5bb4ffimwuj2,GET /v5/user,124,137
1/17/18 0:00,sq94brxoevg1rdwqvqna51jr7396ic,GET /v5/user,17,40
11/23/17 0:00,8bmp6j83z5w4mepq0dn0q1a7g186azi,GET /v5/user,5358,167
11/18/17 0:00,pjldg61blqydhxlq49gyf2rwlcenw5,GET /v5/users,12729,6
11/22/17 0:00,r1czfv4czh1ub7ejxi903njcwwzswz,GET /v5/users/:user_id/follows/channels/:channel,9,319
12/28/17 0:00,6x8avioex0zt85ht6py4sq55z6avsea,GET /v5/streams/:id,75,116
12/2/17 0:00,36v98kaawy48toz20d8gntnpk,GET /v3/search/games,810,18
1/11/18 0:00,6x8avioex0zt85ht6py4sq55z6avsea,GET /v3/channels/:login,54,16
1/13/18 0:00,33kozedd0zs6fbauka98psnc7zwom2s,GET /v5/streams/:id,417608,123
1/16/18 0:00,ocgs5mzu2e910kuhv9xy1zv3q06am8v,POST /v5/channels/:channel_id/commercial,6,106
1/11/18 0:00,664hk76z0hvg3zr5ej9j3tktbo0nf2n,GET /v5/search/games,2,6
2/12/18 0:00,dve7ifeawf0xeegigqamnvqy9qqm2y,POST /v5/channels/:channel_id/commercial,7,115
1/10/18 0:00,81oh6vuyfv4w38sj2lxk9utw5zotm4,GET /v5/search/channels,16,480
11/27/17 0:00,r1czfv4czh1ub7ejxi903njcwwzswz,PUT /v5/channels/:id,43,337
12/2/17 0:00,36v98kaawy48toz20d8gntnpk,PUT /v5/channels/:id,31,226
1/14/18 0:00,6x8avioex0zt85ht6py4sq55z6avsea,GET /v3/streams,90,301
1/13/18 0:00,r1czfv4czh1ub7ejxi903njcwwzswz,GET /v5/channels/:channel_id/community,3,7
2/9/18 0:00,xqdr3blb8nxv66bxvmg7je1x2c80da,GET /v3/user.json,6,59
12/27/17 0:00,r1czfv4czh1ub7ejxi903njcwwzswz,GET /v5/users,69,42
11/29/17 0:00,ye3x8sf0oh9oj4z0fu1bmvlkoyzn8l,GET /v5/user,8,31
11/27/17 0:00,dve7ifeawf0xeegigqamnvqy9qqm2y,GET /v5/channels/:channel_id/communities,107,71
1/15/18 0:00,pjldg61blqydhxlq49gyf2rwlcenw5,GET /v5/channels/:id,346328,19
2/4/18 0:00,8bmp6j83z5w4mepq0dn0q1a7g186azi,GET /v5/streams,179,340
11/29/17 0:00,9uavest5z7knsvpbip19fxqkywxz3ec,PUT /v5/channels/:id,19,339
1/4/18 0:00,r62ryboyyhzbfs3ng6lln92w2op3wdz,GET /v3/channels/:login,19,86
1/25/18 0:00,dve7ifeawf0xeegigqamnvqy9qqm2y,GET /v5/streams,33,91
1/14/18 0:00,664hk76z0hvg3zr5ej9j3tktbo0nf2n,GET /v5/streams,29,69
1/19/18 0:00,bjf85qht726415euqyjts1eeyxp4x8b,GET /v3/user,5,415
12/10/17 0:00,ye3x8sf0oh9oj4z0fu1bmvlkoyzn8l,GET /v3/search/games,7,67
11/24/17 0:00,8bmp6j83z5w4mepq0dn0q1a7g186azi,GET /v5/streams/:id,199314,178
12/2/17 0:00,r1czfv4czh1ub7ejxi903njcwwzswz,GET /v5/streams,2,16
1/1/18 0:00,81oh6vuyfv4w38sj2lxk9utw5zotm4,GET /v5/search/channels,13,399
12/23/17 0:00,r62ryboyyhzbfs3ng6lln92w2op3wdz,GET /v5/users/:id,300,5
1/4/18 0:00,664hk76z0hvg3zr5ej9j3tktbo0nf2n,GET /v5/videos/:vod_id/,236,26
12/13/17 0:00,dve7ifeawf0xeegigqamnvqy9qqm2y,GET /v5/communities,132,107
12/31/17 0:00,r62ryboyyhzbfs3ng6lln92w2op3wdz,GET /v5/users/:id,302,5
12/5/17 0:00,r62ryboyyhzbfs3ng6lln92w2op3wdz,GET /v3/channels/:login,23,76
12/18/17 0:00,r1czfv4czh1ub7ejxi903njcwwzswz,PUT /v5/channels/:channel_id/communities,29,122
12/3/17 0:00,1z17331cvavqspfdm9h0qd1t6ovo5uo,GET /v3/search/games,2,15
1/20/18 0:00,ocgs5mzu2e910kuhv9xy1zv3q06am8v,GET /v3/users/:user/follows/channels,2,158
11/23/17 0:00,r1czfv4czh1ub7ejxi903njcwwzswz,PUT /v5/channels/:id,52,189
12/2/17 0:00,36v98kaawy48toz20d8gntnpk,GET /v3/channel,14,189
12/19/17 0:00,ye3x8sf0oh9oj4z0fu1bmvlkoyzn8l,GET /v5/channels/:id,208485,47
1/14/18 0:00,ocgs5mzu2e910kuhv9xy1zv3q06am8v,GET /v3/users/:login,28,5
1/11/18 0:00,8bmp6j83z5w4mepq0dn0q1a7g186azi,GET /v5/streams,998,160
12/12/17 0:00,pjldg61blqydhxlq49gyf2rwlcenw5,GET /v3/streams/:name,12482,13
2/6/18 0:00,81oh6vuyfv4w38sj2lxk9utw5zotm4,GET /v5/streams/:id,5871,48
11/27/17 0:00,1z17331cvavqspfdm9h0qd1t6ovo5uo,GET /v3,1,26
12/1/17 0:00,pjldg61blqydhxlq49gyf2rwlcenw5,GET /v3/channels/:login,33381,41
12/1/17 0:00,33kozedd0zs6fbauka98psnc7zwom2s,GET /v5/user,71,479
1/5/18 0:00,pjldg61blqydhxlq49gyf2rwlcenw5,GET /v3/channels/:channel/follows,246921,44
1/25/18 0:00,81oh6vuyfv4w38sj2lxk9utw5zotm4,GET /v5/users,94,6
1/21/18 0:00,sv6t1c3j2s5uuz3elxftm7s1bx54b31,GET /v3/channels/:channel/follows,69115,48
12/2/17 0:00,36v98kaawy48toz20d8gntnpk,GET /v5/,779,119
1/31/18 0:00,ocgs5mzu2e910kuhv9xy1zv3q06am8v,GET /v5/users/:user_id/follows/channels/:channel,9,111
11/27/17 0:00,99c8xj3f82h6ho6hznh9jurmj5ciz74,GET /v3/user,886,45
11/18/17 0:00,9uavest5z7knsvpbip19fxqkywxz3ec,PUT /v5/channels/:id,16,146
1/10/18 0:00,dve7ifeawf0xeegigqamnvqy9qqm2y,GET /v5/streams,27,78
12/16/17 0:00,pjldg61blqydhxlq49gyf2rwlcenw5,GET /v3/channels/:login,35669,41
12/17/17 0:00,8bmp6j83z5w4mepq0dn0q1a7g186azi,GET /v5/users/:id,29,68
12/13/17 0:00,jg509s1n58dzwc7p97o5bb4ffimwuj2,GET /v5/user,156,126
1/31/18 0:00,ye3x8sf0oh9oj4z0fu1bmvlkoyzn8l,GET /v5/user,5,37
12/9/17 0:00,sq94brxoevg1rdwqvqna51jr7396ic,GET /v5/user,15,45
11/20/17 0:00,bjf85qht726415euqyjts1eeyxp4x8b,GET /v3/user,2,420
12/26/17 0:00,8bmp6j83z5w4mepq0dn0q1a7g186azi,GET /v5/users/:id,22,88
12/30/17 0:00,ye3x8sf0oh9oj4z0fu1bmvlkoyzn8l,PUT /v5/channels/:channel_id/communities,4,75
1/26/18 0:00,6x8avioex0zt85ht6py4sq55z6avsea,GET /v5/users/:user_id/follows/channels,2,45
1/11/18 0:00,ye3x8sf0oh9oj4z0fu1bmvlkoyzn8l,POST /v5/channels/:channel_id/commercial,3,29
11/26/17 0:00,r1czfv4czh1ub7ejxi903njcwwzswz,GET /v5/users/:user_id/follows/channels/:channel,3,127
11/28/17 0:00,r1czfv4czh1ub7ejxi903njcwwzswz,GET /v5/streams/,605,225
11/30/17 0:00,r62ryboyyhzbfs3ng6lln92w2op3wdz,GET /v5/users/:user_id/follows/channels,291,72
12/30/17 0:00,r62ryboyyhzbfs3ng6lln92w2op3wdz,GET /v5/streams/:id,129,15
12/2/17 0:00,36v98kaawy48toz20d8gntnpk,GET /v3/channels/:channel/follows,1880,82
2/3/18 0:00,ye3x8sf0oh9oj4z0fu1bmvlkoyzn8l,GET /v5/users,4341,14
12/20/17 0:00,dve7ifeawf0xeegigqamnvqy9qqm2y,GET /v5/users/:user_id/follows/channels/:channel,18,261
1/28/18 0:00,ye3x8sf0oh9oj4z0fu1bmvlkoyzn8l,GET /v5/users,4903,13
1/2/18 0:00,pjldg61blqydhxlq49gyf2rwlcenw5,GET /v3/channels/:login,38344,42
2/1/18 0:00,6x8avioex0zt85ht6py4sq55z6avsea,GET /v3/streams,78,364
12/23/17 0:00,r62ryboyyhzbfs3ng6lln92w2op3wdz,GET /v5/users/:user_id/follows/channels,291,73
12/9/17 0:00,33kozedd0zs6fbauka98psnc7zwom2s,GET /v5/streams/:id,300321,153
1/14/18 0:00,dve7ifeawf0xeegigqamnvqy9qqm2y,GET /v5/channels/:channel_id/follows,232236,87
12/12/17 0:00,8bmp6j83z5w4mepq0dn0q1a7g186azi,GET /helix/users,1640,236
1/3/18 0:00,r1czfv4czh1ub7ejxi903njcwwzswz,GET /v5/channels/:channel_id/community,1,7
12/21/17 0:00,xqdr3blb8nxv66bxvmg7je1x2c80da,GET /v3/user.json,2,41
12/2/17 0:00,r62ryboyyhzbfs3ng6lln92w2op3wdz,GET /v3/channel,125,111
2/10/18 0:00,9uavest5z7knsvpbip19fxqkywxz3ec,GET /v3/user,133,49
1/23/18 0:00,8bmp6j83z5w4mepq0dn0q1a7g186azi,GET /v5/ingests,6,121
2/3/18 0:00,pjldg61blqydhxlq49gyf2rwlcenw5,GET /v3/channels/:channel/follows,278789,39
12/20/17 0:00,6x8avioex0zt85ht6py4sq55z6avsea,GET /v5/user,29,59
12/31/17 0:00,dve7ifeawf0xeegigqamnvqy9qqm2y,GET /v5/user,170,205
12/11/17 0:00,pjldg61blqydhxlq49gyf2rwlcenw5,GET /v3/channels/:login,33776,44
1/12/18 0:00,1z17331cvavqspfdm9h0qd1t6ovo5uo,GET /v3/channels/:login,3,14
12/12/17 0:00,1z17331cvavqspfdm9h0qd1t6ovo5uo,PUT /v3/channels/:login,2,61
12/25/17 0:00,664hk76z0hvg3zr5ej9j3tktbo0nf2n,GET /v3/user.json,1,41
11/23/17 0:00,6x8avioex0zt85ht6py4sq55z6avsea,GET /v5/users/:user_id/follows/channels,6,88
1/15/18 0:00,ocgs5mzu2e910kuhv9xy1zv3q06am8v,GET /v3/users/:login,22,5
12/21/17 0:00,6x8avioex0zt85ht6py4sq55z6avsea,GET /v5/streams/:id,124,116
11/16/17 0:00,r62ryboyyhzbfs3ng6lln92w2op3wdz,GET /v3/channels/:login,30,105
12/10/17 0:00,pjldg61blqydhxlq49gyf2rwlcenw5,GET /v5/streams/:id,582868,21
1/3/18 0:00,8bmp6j83z5w4mepq0dn0q1a7g186azi,GET /v3/streams/:name,89037,76
2/10/18 0:00,hf38b1gx7qnebpziq77q34ej4x44qdh,GET /v5/user,1,461
12/2/17 0:00,36v98kaawy48toz20d8gntnpk,GET /v3/,65,84
12/26/17 0:00,pjldg61blqydhxlq49gyf2rwlcenw5,GET /v5/channels/:id,305383,18
12/6/17 0:00,bjf85qht726415euqyjts1eeyxp4x8b,GET /v3/user,7,165
1/24/18 0:00,dve7ifeawf0xeegigqamnvqy9qqm2y,PUT /v5/channels/:channel_id/communities,25,145
12/16/17 0:00,7dhxmzdtfvllbu5h7rgys2rn4,GET /v3/,19,34
12/12/17 0:00,r1czfv4czh1ub7ejxi903njcwwzswz,POST /v5/channels/:channel_id/commercial,3,179
1/24/18 0:00,r1czfv4czh1ub7ejxi903njcwwzswz,GET /v5/search/games,1,13
11/30/17 0:00,dve7ifeawf0xeegigqamnvqy9qqm2y,GET /v5/streams/,699,188
11/27/17 0:00,33kozedd0zs6fbauka98psnc7zwom2s,GET /v5/channels/:id,83,330
1/1/18 0:00,r1czfv4czh1ub7ejxi903njcwwzswz,GET /v5/user,118,173
12/23/17 0:00,dve7ifeawf0xeegigqamnvqy9qqm2y,GET /v5/streams/,918,185
2/7/18 0:00,8bmp6j83z5w4mepq0dn0q1a7g186azi,GET /v5/users,7077,86
2/5/18 0:00,hf38b1gx7qnebpziq77q34ej4x44qdh,GET /v3/channels/:login/videos,7512,154
2/5/18 0:00,dve7ifeawf0xeegigqamnvqy9qqm2y,GET /v5/channels/:channel_id/communities,183,126
1/11/18 0:00,664hk76z0hvg3zr5ej9j3tktbo0nf2n,GET /v5/channels/:user_id/videos,438,13
12/11/17 0:00,6x8avioex0zt85ht6py4sq55z6avsea,GET /v5/users/:user_id/follows/channels,6,61
12/1/17 0:00,ye3x8sf0oh9oj4z0fu1bmvlkoyzn8l,GET /v5/channels/:id,175833,43
12/7/17 0:00,8bmp6j83z5w4mepq0dn0q1a7g186azi,GET /v3/streams/:name,75682,75
11/24/17 0:00,664hk76z0hvg3zr5ej9j3tktbo0nf2n,GET /v5/user,387,51
12/20/17 0:00,dve7ifeawf0xeegigqamnvqy9qqm2y,GET /v5/search/games,403,40
2/1/18 0:00,1z17331cvavqspfdm9h0qd1t6ovo5uo,GET /v3/channels/:channel/follows,226,95
1/14/18 0:00,pjldg61blqydhxlq49gyf2rwlcenw5,GET /v3/channels/:channel/follows,237856,39
12/31/17 0:00,81oh6vuyfv4w38sj2lxk9utw5zotm4,GET /v5/search/channels,6,482
1/9/18 0:00,ye3x8sf0oh9oj4z0fu1bmvlkoyzn8l,GET /v5/user,7,40
2/10/18 0:00,dve7ifeawf0xeegigqamnvqy9qqm2y,POST /v5/channels/:channel_id/commercial,3,508
12/26/17 0:00,pjldg61blqydhxlq49gyf2rwlcenw5,GET /v3/channels/:login,34631,41
12/20/17 0:00,8bmp6j83z5w4mepq0dn0q1a7g186azi,GET /v5/channel,194,194
1/8/18 0:00,8bmp6j83z5w4mepq0dn0q1a7g186azi,GET /v3/channels/:login,61,31
1/12/18 0:00,dve7ifeawf0xeegigqamnvqy9qqm2y,GET /v5/user,338,165
12/2/17 0:00,36v98kaawy48toz20d8gntnpk,GET /v3/channels/:login,679,43
1/28/18 0:00,r1czfv4czh1ub7ejxi903njcwwzswz,GET /v5/channels/:id,187,41
12/2/17 0:00,36v98kaawy48toz20d8gntnpk,GET /v5/channel,321,146
12/23/17 0:00,r62ryboyyhzbfs3ng6lln92w2op3wdz,GET /v5/channels/:channel_id/follows,267,22
12/25/17 0:00,nquiw61tb595zscbxktdhwe2i45py5m,GET /v3/user,3,51
1/21/18 0:00,dve7ifeawf0xeegigqamnvqy9qqm2y,GET /v5/search/games,614,47
2/7/18 0:00,ocgs5mzu2e910kuhv9xy1zv3q06am8v,POST /v5/channels/:channel_id/commercial,8,112
1/26/18 0:00,pjldg61blqydhxlq49gyf2rwlcenw5,GET /v3/channels/:login,43320,41
12/3/17 0:00,664hk76z0hvg3zr5ej9j3tktbo0nf2n,GET /v5/search/games,1,7
11/27/17 0:00,r1czfv4czh1ub7ejxi903njcwwzswz,GET /v5/search/games,3,52
2/3/18 0:00,dve7ifeawf0xeegigqamnvqy9qqm2y,GET /v5/channels/,3,1
2/12/18 0:00,pjldg61blqydhxlq49gyf2rwlcenw5,GET /v3/streams,39202,50
11/30/17 0:00,r1czfv4czh1ub7ejxi903njcwwzswz,GET /v5/channels/:channel_id/communities,15,118
12/21/17 0:00,9uavest5z7knsvpbip19fxqkywxz3ec,GET /v3/user,104,89
12/29/17 0:00,ocgs5mzu2e910kuhv9xy1zv3q06am8v,GET /v5/users/:user_id/follows/channels/:channel,16,107
12/31/17 0:00,1z17331cvavqspfdm9h0qd1t6ovo5uo,GET /v3/streams/:name,974,82
12/3/17 0:00,36v98kaawy48toz20d8gntnpk,PUT /v3/channels/:login,4,331
12/23/17 0:00,r1czfv4czh1ub7ejxi903njcwwzswz,GET /v5/channels/:channel_id/communities,8,30
12/5/17 0:00,ye3x8sf0oh9oj4z0fu1bmvlkoyzn8l,GET /v5/streams/:id,198366,94
12/3/17 0:00,36v98kaawy48toz20d8gntnpk,GET /v3/channels/:channel/follows,1840,78
12/22/17 0:00,ocgs5mzu2e910kuhv9xy1zv3q06am8v,POST /v5/channels/:channel_id/commercial,5,104
12/9/17 0:00,r1czfv4czh1ub7ejxi903njcwwzswz,PUT /v5/channels/:channel_id/community/:communit,1,61
12/21/17 0:00,hf38b1gx7qnebpziq77q34ej4x44qdh,GET /v5/user,1,44
12/30/17 0:00,nquiw61tb595zscbxktdhwe2i45py5m,GET /v3/user,1,28
11/22/17 0:00,6x8avioex0zt85ht6py4sq55z6avsea,GET /v5/users/:user_id/follows/channels/:channel,205,197
12/8/17 0:00,r62ryboyyhzbfs3ng6lln92w2op3wdz,GET /v5/streams/:id,153,20
11/29/17 0:00,dve7ifeawf0xeegigqamnvqy9qqm2y,GET /v5/channels/:id,2545,57
1/27/18 0:00,r1czfv4czh1ub7ejxi903njcwwzswz,GET /v5/user,175,188
12/29/17 0:00,8bmp6j83z5w4mepq0dn0q1a7g186azi,GET /v5/users,52218,30
2/12/18 0:00,6x8avioex0zt85ht6py4sq55z6avsea,GET /v5/users/:user_id/follows/channels,6,202
1/1/18 0:00,ocgs5mzu2e910kuhv9xy1zv3q06am8v,GET /v5/users/:user_id/follows/channels/:channel,13,102
1/2/18 0:00,8bmp6j83z5w4mepq0dn0q1a7g186azi,GET /v5/channel,149,182
1/22/18 0:00,r1czfv4czh1ub7ejxi903njcwwzswz,GET /v5/user,113,165
